"Reference","JulianDate","Gear","Longitude","Latitude","StartDepth","Zone","month","year","starttime","effort","n","season","CPUE"
"TBM2002071110",186,300,-82.515433,27.4942,1,"N",7,2002,13,7.412,0,3,0
"TBM2002071111",186,300,-82.49515,27.480733,1.3,"N",7,2002,13,6.6708,0,3,0
"TBM2002071202",196,160,-82.69715,27.723817,0.9,"D",7,2002,10,41.2,0,3,0
"TBM2002071204",196,160,-82.635317,27.72095,1.1,"B",7,2002,12,41.2,0,3,0
"TBM2002071303",200,160,-82.59135,27.83745,1.4,"B",7,2002,11,41.2,0,3,0
"TBM2002071305",200,160,-82.597667,27.87635,2,"B",7,2002,13,41.2,0,3,0
"TBM2002071307",204,160,-82.672533,27.912683,0.4,"A",7,2002,9,41.2,0,3,0
"TBM2002071308",204,160,-82.614167,27.879233,0.4,"B",7,2002,10,41.2,0,3,0
"TBM2002074101",197,300,-82.379417,27.858467,2.9,"K",7,2002,9,7.412,0,3,0
"TBM2002074103",197,300,-82.342283,27.8624,3,"K",7,2002,10,6.6708,0,3,0
"TBM2002080206",213,300,-82.484117,27.519667,1.1,"M",8,2002,10,6.6708,0,4,0
"TBM2002080207",213,300,-82.49235,27.5243,1.7,"M",8,2002,10,6.6708,0,4,0
"TBM2002080208",213,300,-82.532483,27.506767,1.6,"M",8,2002,11,7.412,0,4,0
"TBM2002080214",213,300,-82.4923,27.472383,1.6,"N",8,2002,13,7.412,0,4,0
"TBM2002080215",213,300,-82.493117,27.475917,1.1,"N",8,2002,13,6.6708,0,4,0
"TBM2002080302",214,300,-82.461217,27.709583,3.7,"L",8,2002,8,8.8944,0,4,0
"TBM2002080304",226,300,-82.4486,27.689917,3,"L",8,2002,8,8.1532,0,4,0
"TBM2002080307",226,300,-82.434617,27.670517,1.8,"L",8,2002,9,8.1532,0,4,0
"TBM2002080308",226,300,-82.43735,27.667217,2.1,"L",8,2002,10,6.6708,0,4,0
"TBM2002080313",226,300,-82.472683,27.7147,1.6,"L",8,2002,12,7.412,0,4,0
"TBM2002080314",226,300,-82.458667,27.712933,3.2,"L",8,2002,13,7.412,0,4,0
"TBM2002080402",214,160,-82.652,28.01785,0.8,"A",8,2002,10,41.2,0,4,0
"TBM2002080405",214,160,-82.663917,28.009,0.6,"A",8,2002,12,41.2,0,4,0
"TBM2002080406",214,160,-82.685583,27.989817,0.6,"A",8,2002,13,41.2,0,4,0
"TBM2002080502",217,160,-82.711483,27.7057,1.1,"D",8,2002,10,41.2,0,4,0
"TBM2002080506",217,160,-82.7156,27.6525,0.9,"D",8,2002,13,41.2,0,4,0
"TBM2002080507",217,160,-82.729933,27.642333,0.5,"D",8,2002,15,41.2,0,4,0
"TBM2002080702",219,160,-82.477983,27.72715,1.3,"C",8,2002,9,41.2,0,4,0
"TBM2002080703",219,160,-82.4778,27.710517,1,"C",8,2002,10,41.2,0,4,0
"TBM2002080705",219,160,-82.5103,27.6986,0.7,"E",8,2002,11,41.2,0,4,0
"TBM2002080706",219,160,-82.545067,27.659667,0.6,"E",8,2002,12,41.2,1,4,0.0242718446601942
"TBM2002080901",220,160,-82.6882,27.963333,1.9,"A",8,2002,8,41.2,0,4,0
"TBM2002080903",220,160,-82.599117,27.827667,1.6,"B",8,2002,11,41.2,0,4,0
"TBM2002080904",220,160,-82.621733,27.788067,1.4,"B",8,2002,13,41.2,0,4,0
"TBM2002080905",220,160,-82.616517,27.818117,0.5,"B",8,2002,14,41.2,0,4,0
"TBM2002081101",221,160,-82.423733,27.88195,1.4,"C",8,2002,8,41.2,0,4,0
"TBM2002081102",221,160,-82.39905,27.852117,0.6,"C",8,2002,9,41.2,0,4,0
"TBM2002081103",221,160,-82.5467,27.849833,0.5,"B",8,2002,11,41.2,0,4,0
"TBM2002081204",227,160,-82.57785,27.606117,0.8,"E",8,2002,10,41.2,0,4,0
"TBM2002081205",227,160,-82.686833,27.502067,0.8,"E",8,2002,12,41.2,0,4,0
"TBM2002081206",227,160,-82.641133,27.524017,2,"E",8,2002,13,41.2,0,4,0
"TBM2002084108",224,300,-82.376017,27.858267,2.1,"K",8,2002,12,5.9296,0,4,0
"TBM2002084109",224,300,-82.37765,27.858433,2.2,"K",8,2002,12,5.9296,0,4,0
"TBM2002090101",246,300,-82.467783,27.710067,1.8,"L",9,2002,8,7.412,0,4,0
"TBM2002090102",246,300,-82.47035,27.712083,1.3,"L",9,2002,9,6.6708,0,4,0
"TBM2002090103",246,300,-82.472617,27.71145,1.7,"L",9,2002,9,6.6708,0,4,0
"TBM2002090110",246,300,-82.4206,27.671717,1.5,"L",9,2002,13,7.412,0,4,0
"TBM2002090111",246,300,-82.435167,27.671633,2,"L",9,2002,14,7.412,0,4,0
"TBM2002090112",246,300,-82.439267,27.682217,1.8,"L",9,2002,14,8.1532,0,4,0
"TBM2002090202",246,160,-82.6919,27.926133,1.2,"A",9,2002,10,41.2,0,4,0
"TBM2002090204",246,160,-82.665433,28.028533,1.3,"A",9,2002,11,41.2,0,4,0
"TBM2002090206",246,160,-82.612983,27.990517,1.4,"A",9,2002,13,41.2,0,4,0
"TBM2002090303",247,300,-82.506917,27.48805,1.8,"N",9,2002,9,8.1532,0,4,0
"TBM2002090306",247,300,-82.521967,27.49165,1.6,"N",9,2002,10,7.412,0,4,0
"TBM2002090309",247,300,-82.488917,27.524467,2.4,"M",9,2002,12,8.1532,0,4,0
"TBM2002090310",247,300,-82.488717,27.51805,1.4,"M",9,2002,12,7.412,0,4,0
"TBM2002090314",247,300,-82.536633,27.511983,1.2,"M",9,2002,13,8.8944,0,4,0
"TBM2002090401",247,160,-82.6167,27.818217,0.8,"B",9,2002,8,41.2,0,4,0
"TBM2002090403",247,160,-82.5365,27.9013,0.9,"A",9,2002,11,41.2,0,4,0
"TBM2002090405",247,160,-82.531517,27.874667,1.1,"B",9,2002,12,41.2,0,4,0
"TBM2002090406",247,160,-82.5455,27.856667,1.1,"B",9,2002,14,41.2,2,4,0.0485436893203883
"TBM2002090601",266,160,-82.6782,27.512967,0.4,"E",9,2002,10,41.2,0,4,0
"TBM2002090602",266,160,-82.593933,27.594683,0.5,"E",9,2002,10,41.2,0,4,0
"TBM2002090603",266,160,-82.605117,27.562,0.4,"E",9,2002,11,41.2,0,4,0
"TBM2002090605",266,160,-82.587683,27.542367,1,"E",9,2002,12,41.2,0,4,0
"TBM2002090801",249,160,-82.678033,27.65815,2.5,"D",9,2002,8,41.2,0,4,0
"TBM2002090802",249,160,-82.635183,27.719267,1.9,"B",9,2002,10,41.2,0,4,0
"TBM2002090804",249,160,-82.686583,27.709867,2.5,"D",9,2002,12,41.2,0,4,0
"TBM2002090805",249,160,-82.705183,27.737483,0.9,"D",9,2002,13,41.2,0,4,0
"TBM2002090901",256,160,-82.550783,27.650167,0.7,"E",9,2002,9,41.2,0,4,0
"TBM2002090904",256,160,-82.494067,27.7087,0.7,"C",9,2002,10,41.2,0,4,0
"TBM2002091101",259,160,-82.413683,27.92895,0.5,"C",9,2002,10,41.2,0,4,0
"TBM2002091103",259,160,-82.428867,27.86415,2.3,"C",9,2002,11,41.2,0,4,0
"TBM2002091105",259,160,-82.481017,27.8208,0.8,"C",9,2002,13,41.2,0,4,0
"TBM2002094405",253,300,-82.3745,27.8587,1.8,"K",9,2002,10,6.6708,3,4,0.449721172872819
"TBM2002094408",253,300,-82.342167,27.862617,2.1,"K",9,2002,11,7.412,0,4,0
"TBM2002100101",274,160,-82.645433,27.907333,1,"A",10,2002,8,41.2,0,4,0
"TBM2002100102",274,160,-82.696683,27.922383,1,"A",10,2002,10,41.2,1,4,0.0242718446601942
"TBM2002100103",274,160,-82.664517,28.009017,1,"A",10,2002,11,41.2,0,4,0
"TBM2002100202",275,160,-82.535117,27.9037,0.8,"A",10,2002,9,41.2,0,4,0
"TBM2002100204",275,160,-82.552467,27.847433,1.3,"B",10,2002,11,41.2,0,4,0
"TBM2002100206",275,160,-82.600867,27.873383,1.3,"B",10,2002,13,41.2,0,4,0
"TBM2002100301",274,300,-82.445283,27.68645,1.6,"L",10,2002,9,6.6708,0,4,0
"TBM2002100302",274,300,-82.443017,27.684767,1.8,"L",10,2002,9,7.412,0,4,0
"TBM2002100307",274,300,-82.467583,27.709717,1.3,"L",10,2002,12,6.6708,0,4,0
"TBM2002100308",274,300,-82.466633,27.711117,1,"L",10,2002,12,3.706,0,4,0
"TBM2002100311",274,300,-82.472867,27.71775,1.3,"L",10,2002,14,7.412,0,4,0
"TBM2002100314",274,300,-82.43785,27.672883,1.8,"L",10,2002,15,7.412,0,4,0
"TBM2002100403",275,300,-82.731167,27.736417,4.4,"D",10,2002,11,15.5652,0,4,0
"TBM2002100405",275,300,-82.6692,27.6649,4,"D",10,2002,12,14.824,0,4,0
"TBM2002100607",276,300,-82.47725,27.527383,2.4,"M",10,2002,12,8.1532,0,4,0
"TBM2002100608",276,300,-82.485333,27.526733,3.8,"M",10,2002,12,7.412,0,4,0
"TBM2002100609",276,300,-82.481317,27.526983,3.1,"M",10,2002,13,8.1532,0,4,0
"TBM2002100610",276,300,-82.4937,27.476383,1.3,"N",10,2002,13,6.6708,0,4,0
"TBM2002100611",276,300,-82.492267,27.4703,1.9,"N",10,2002,14,8.8944,0,4,0
"TBM2002100703",277,160,-82.395967,27.814633,1.1,"C",10,2002,10,41.2,0,4,0
"TBM2002100704",277,160,-82.394383,27.843067,1.5,"C",10,2002,11,41.2,0,4,0
"TBM2002100705",277,160,-82.415967,27.846017,2.3,"C",10,2002,12,41.2,0,4,0
"TBM2002100706",277,160,-82.404067,27.8584,1.1,"C",10,2002,13,41.2,0,4,0
"TBM2002101001",283,300,-82.555183,27.76015,4.3,"B",10,2002,9,14.824,0,4,0
"TBM2002101002",283,300,-82.488917,27.801567,5.7,"C",10,2002,9,12.6004,0,4,0
"TBM2002101003",283,300,-82.427017,27.813883,3.6,"C",10,2002,10,14.0828,0,4,0
"TBM2002101004",283,300,-82.399867,27.853167,1.8,"C",10,2002,11,13.3416,37,4,2.77328056604905
"TBM2002101005",283,300,-82.4618,27.84475,3,"C",10,2002,12,12.6004,0,4,0
"TBM2002101008",283,300,-82.523983,27.805433,5.1,"B",10,2002,13,14.0828,0,4,0
"TBM2002101301",284,160,-82.515683,27.697833,1.2,"E",10,2002,9,41.2,0,4,0
"TBM2002101302",284,160,-82.558683,27.60935,0.9,"E",10,2002,10,41.2,0,4,0
"TBM2002101303",284,160,-82.609033,27.573917,1,"E",10,2002,11,41.2,0,4,0
"TBM2002101304",284,160,-82.602417,27.556267,0.5,"E",10,2002,12,41.2,0,4,0
"TBM2002101305",284,160,-82.5677,27.5638,1.2,"E",10,2002,13,41.2,0,4,0
"TBM2002101406",284,300,-82.600983,27.543467,3.1,"E",10,2002,11,14.824,0,4,0
"TBM2002101407",284,300,-82.6101,27.520767,3.8,"E",10,2002,11,14.824,0,4,0
"TBM2002101408",284,300,-82.617133,27.51565,4,"E",10,2002,12,13.3416,0,4,0
"TBM2002101501",287,300,-82.587267,27.845433,1.8,"B",10,2002,10,14.824,0,4,0
"TBM2002101502",287,300,-82.6032,27.9168,4.1,"A",10,2002,10,14.0828,0,4,0
"TBM2002101503",287,300,-82.670533,28.0045,4.2,"A",10,2002,11,15.5652,2,4,0.128491763677948
"TBM2002101504",287,300,-82.579517,27.97645,3,"A",10,2002,12,15.5652,0,4,0
"TBM2002101601",288,160,-82.695133,27.664483,1.1,"D",10,2002,9,41.2,0,4,0
"TBM2002101602",288,160,-82.674217,27.650033,1.3,"D",10,2002,10,41.2,0,4,0
"TBM2002101603",288,160,-82.687633,27.7095,1.5,"D",10,2002,12,41.2,0,4,0
"TBM2002101604",296,160,-82.635317,27.720233,1.1,"B",10,2002,9,41.2,0,4,0
"TBM2002101606",296,160,-82.638067,27.740533,1.4,"B",10,2002,11,41.2,0,4,0
"TBM2002104102",294,300,-82.372817,27.85705,1.8,"K",10,2002,9,8.1532,0,4,0
"TBM2002104103",294,300,-82.36375,27.857717,1.5,"K",10,2002,10,8.1532,1,4,0.122651228965314
"TBM2002110101",305,160,-82.6195,27.564467,0.8,"E",11,2002,9,41.2,1,1,0.0242718446601942
"TBM2002110103",305,160,-82.5942,27.559267,0.6,"E",11,2002,11,41.2,0,1,0
"TBM2002110104",305,160,-82.577933,27.5501,0.5,"E",11,2002,13,41.2,0,1,0
"TBM2002110305",308,300,-82.495,27.479667,1,"N",11,2002,10,7.412,0,1,0
"TBM2002110306",308,300,-82.512083,27.49205,1.3,"N",11,2002,10,8.1532,0,1,0
"TBM2002110307",308,300,-82.532567,27.50895,5.2,"M",11,2002,11,6.6708,0,1,0
"TBM2002110308",308,300,-82.56885,27.50335,1.9,"M",11,2002,11,7.412,0,1,0
"TBM2002110310",308,300,-82.500433,27.527267,2,"M",11,2002,13,7.412,0,1,0
"TBM2002110402",309,160,-82.736317,27.672867,0.6,"D",11,2002,9,41.2,0,1,0
"TBM2002110406",309,160,-82.68955,27.699817,0.8,"D",11,2002,11,41.2,0,1,0
"TBM2002110407",309,160,-82.681283,27.706217,1.4,"D",11,2002,13,41.2,0,1,0
"TBM2002110504",309,300,-82.4771,27.813783,1.8,"C",11,2002,10,14.824,0,1,0
"TBM2002110505",309,300,-82.454883,27.80475,5.1,"C",11,2002,10,14.824,0,1,0
"TBM2002110506",309,300,-82.4463,27.798117,5.4,"C",11,2002,11,14.824,0,1,0
"TBM2002110604",310,300,-82.561617,27.85435,6.3,"B",11,2002,11,14.824,0,1,0
"TBM2002110801",324,300,-82.69485,27.679033,3.8,"D",11,2002,10,14.0828,0,1,0
"TBM2002110802",324,300,-82.708933,27.691333,5.4,"D",11,2002,11,14.0828,0,1,0
"TBM2002110803",324,300,-82.5467,27.727367,4.2,"C",11,2002,13,14.824,0,1,0
"TBM2002110804",324,300,-82.59275,27.6892,6.4,"B",11,2002,13,14.0828,0,1,0
"TBM2002110805",324,300,-82.606233,27.693967,5,"B",11,2002,14,15.5652,0,1,0
"TBM2002110806",329,300,-82.63445,27.57175,2.7,"E",11,2002,8,14.0828,0,1,0
"TBM2002110807",329,300,-82.578683,27.562667,2.5,"E",11,2002,9,14.0828,0,1,0
"TBM2002110808",329,300,-82.593433,27.55425,2.4,"E",11,2002,10,14.824,0,1,0
"TBM2002110904",310,160,-82.551333,27.653283,0.4,"E",11,2002,12,41.2,4,1,0.0970873786407767
"TBM2002110905",310,160,-82.512417,27.69815,0.8,"E",11,2002,13,41.2,0,1,0
"TBM2002111001",311,160,-82.418583,27.92795,0.4,"C",11,2002,9,41.2,0,1,0
"TBM2002111002",329,160,-82.424317,27.883717,1,"C",11,2002,9,41.2,0,1,0
"TBM2002111003",329,160,-82.4201,27.8467,0.6,"C",11,2002,9,41.2,0,1,0
"TBM2002111008",329,160,-82.399267,27.81385,2.4,"C",11,2002,11,41.2,0,1,0
"TBM2002111301",312,160,-82.538267,27.865017,0.8,"B",11,2002,8,41.2,0,1,0
"TBM2002111302",312,160,-82.597333,27.826083,0.7,"B",11,2002,10,41.2,0,1,0
"TBM2002111303",312,160,-82.626117,27.774667,1.8,"B",11,2002,11,41.2,0,1,0
"TBM2002111307",312,160,-82.598533,27.874067,1.7,"B",11,2002,14,41.2,0,1,0
"TBM2002111403",317,300,-82.654667,27.986417,2.3,"A",11,2002,11,14.0828,0,1,0
"TBM2002111404",317,300,-82.6698,28.004517,3.3,"A",11,2002,11,14.824,2,1,0.134916351861846
"TBM2002111405",317,300,-82.71855,27.946467,2.6,"A",11,2002,12,14.824,1,1,0.0674581759309228
"TBM2002111505",318,300,-82.431717,27.68475,3.3,"L",11,2002,10,7.412,0,1,0
"TBM2002111506",318,300,-82.4474,27.68595,1.1,"L",11,2002,10,8.1532,0,1,0
"TBM2002111507",318,300,-82.441367,27.6835,1.4,"L",11,2002,11,6.6708,0,1,0
"TBM2002111508",318,300,-82.45435,27.709717,1.7,"L",11,2002,11,8.1532,0,1,0
"TBM2002111509",318,300,-82.460833,27.706683,1.6,"L",11,2002,11,6.6708,0,1,0
"TBM2002111511",318,300,-82.47795,27.718117,3.3,"L",11,2002,12,7.412,0,1,0
"TBM2002111601",325,160,-82.685233,27.989033,1.3,"A",11,2002,10,41.2,0,1,0
"TBM2002111603",325,160,-82.608333,27.971667,1,"A",11,2002,11,41.2,4,1,0.0970873786407767
"TBM2002111605",325,160,-82.544883,27.94175,1,"A",11,2002,14,41.2,0,1,0
"TBM2002111606",325,160,-82.627217,27.909283,1,"A",11,2002,15,41.2,0,1,0
"TBM2002114102",322,300,-82.361233,27.856733,1.2,"K",11,2002,9,7.412,0,1,0
"TBM2002114103",322,300,-82.335233,27.8638,1.1,"K",11,2002,10,8.1532,0,1,0
"TBM2002120103",336,160,-82.7095,27.636733,0.7,"D",12,2002,10,41.2,0,1,0
"TBM2002120104",336,160,-82.700817,27.737067,0.5,"D",12,2002,11,41.2,0,1,0
"TBM2002120105",350,160,-82.631583,27.715,2.3,"B",12,2002,11,41.2,0,1,0
"TBM2002120107",350,160,-82.702767,27.6263,0.5,"D",12,2002,13,41.2,0,1,0
"TBM2002120304",337,160,-82.62705,27.513617,1.1,"E",12,2002,10,41.2,0,1,0
"TBM2002120305",337,160,-82.524067,27.685483,1.4,"E",12,2002,12,41.2,0,1,0
"TBM2002120306",337,160,-82.58945,27.592983,1.5,"E",12,2002,13,41.2,0,1,0
"TBM2002120307",337,160,-82.609383,27.579217,0.8,"E",12,2002,14,41.2,0,1,0
"TBM2002120308",337,160,-82.688683,27.514267,1,"E",12,2002,15,41.2,0,1,0
"TBM2002120605",338,300,-82.480433,27.711717,1.1,"L",12,2002,12,5.9296,0,1,0
"TBM2002120606",338,300,-82.467233,27.71475,3.4,"L",12,2002,11,6.6708,0,1,0
"TBM2002120607",338,300,-82.454217,27.711317,1.8,"L",12,2002,12,7.412,0,1,0
"TBM2002120608",338,300,-82.455317,27.691383,1.8,"L",12,2002,12,6.6708,0,1,0
"TBM2002120609",338,300,-82.440067,27.688783,1.9,"L",12,2002,13,5.9296,0,1,0
"TBM2002120614",338,300,-82.448367,27.696933,1,"L",12,2002,15,6.6708,0,1,0
"TBM2002120702",339,300,-82.514167,27.512,1.7,"M",12,2002,9,7.412,0,1,0
"TBM2002120703",339,300,-82.491667,27.526667,1.3,"M",12,2002,9,7.412,0,1,0
"TBM2002120704",339,300,-82.473333,27.528333,2.4,"M",12,2002,9,7.412,0,1,0
"TBM2002120710",339,300,-82.501133,27.483883,1,"N",12,2002,12,7.412,0,1,0
"TBM2002120711",339,300,-82.493033,27.468867,1.2,"N",12,2002,12,7.412,0,1,0
"TBM2002120804",338,160,-82.68815,27.91995,2.3,"A",12,2002,12,41.2,0,1,0
"TBM2002120805",338,160,-82.6846,27.989783,0.9,"A",12,2002,13,41.2,0,1,0
"TBM2002120806",338,160,-82.6826,28.015933,0.6,"A",12,2002,14,41.2,0,1,0
"TBM2002120808",338,160,-82.629617,28.002983,0.4,"A",12,2002,16,41.2,0,1,0
"TBM2002120901",339,160,-82.6105,27.865767,0.5,"B",12,2002,8,41.2,0,1,0
"TBM2002120908",339,160,-82.619933,27.846233,0.5,"B",12,2002,15,41.2,0,1,0
"TBM2002120909",350,160,-82.552733,27.8588,2.1,"B",12,2002,9,41.2,0,1,0
"TBM2002121001",340,160,-82.4702,27.827833,0.6,"C",12,2002,9,41.2,0,1,0
"TBM2002121002",340,160,-82.421533,27.8448,0.5,"C",12,2002,10,41.2,0,1,0
"TBM2002121003",340,160,-82.4378,27.872783,1.6,"C",12,2002,10,41.2,0,1,0
"TBM2002121004",340,160,-82.46185,27.9282,2.1,"C",12,2002,12,41.2,0,1,0
"TBM2002124502",345,300,-82.379183,27.858417,2.5,"K",12,2002,9,7.412,0,1,0
"TBM2002124503",345,300,-82.369633,27.857883,1.5,"K",12,2002,9,5.1884,0,1,0
"TBM2003010104",2,160,-82.62385,27.74825,1,"B",1,2003,10,41.2,0,1,0
"TBM2003010106",2,160,-82.537833,27.672317,0.4,"E",1,2003,12,41.2,0,1,0
"TBM2003010201",10,160,-82.59595,27.578467,0.6,"E",1,2003,8,41.2,0,1,0
"TBM2003010205",10,160,-82.575967,27.549367,0.5,"E",1,2003,11,41.2,0,1,0
"TBM2003010206",10,160,-82.6301,27.531017,0.8,"E",1,2003,13,41.2,0,1,0
"TBM2003010207",10,160,-82.681817,27.512883,1,"E",1,2003,14,41.2,0,1,0
"TBM2003010402",13,160,-82.409267,27.811733,1.4,"C",1,2003,10,41.2,0,1,0
"TBM2003010404",13,160,-82.4284,27.868467,2.4,"C",1,2003,11,41.2,0,1,0
"TBM2003010406",13,160,-82.4232,27.943533,0.8,"C",1,2003,13,41.2,0,1,0
"TBM2003010407",13,160,-82.413917,27.932517,0.5,"C",1,2003,14,41.2,0,1,0
"TBM2003010604",15,160,-82.617117,27.9175,1,"A",1,2003,9,41.2,0,1,0
"TBM2003010605",15,160,-82.691917,27.929067,0.8,"A",1,2003,11,41.2,0,1,0
"TBM2003010607",15,160,-82.68815,27.963067,1.4,"A",1,2003,12,41.2,0,1,0
"TBM2003010805",14,300,-82.46095,27.706767,1,"L",1,2003,10,6.6708,0,1,0
"TBM2003010806",14,300,-82.4551,27.711483,2.6,"L",1,2003,10,7.412,0,1,0
"TBM2003010807",14,300,-82.4493,27.708433,3.6,"L",1,2003,11,7.412,0,1,0
"TBM2003010808",14,300,-82.43135,27.680333,2.1,"L",1,2003,11,8.1532,0,1,0
"TBM2003010809",14,300,-82.437017,27.67435,1.6,"L",1,2003,11,7.412,0,1,0
"TBM2003010814",14,300,-82.44245,27.685583,1.2,"L",1,2003,13,7.412,0,1,0
"TBM2003011002",6,160,-82.681933,27.676617,0.6,"D",1,2003,9,41.2,0,1,0
"TBM2003011006",6,160,-82.673883,27.645817,0.7,"D",1,2003,13,41.2,0,1,0
"TBM2003011007",6,160,-82.704067,27.625883,0.6,"D",1,2003,14,41.2,0,1,0
"TBM2003011107",15,300,-82.475917,27.527967,1.9,"M",1,2003,11,7.412,0,1,0
"TBM2003011108",15,300,-82.520867,27.5144,1.6,"M",1,2003,11,6.6708,0,1,0
"TBM2003011109",15,300,-82.5329,27.507467,1.8,"M",1,2003,12,7.412,0,1,0
"TBM2003011114",15,300,-82.492817,27.469983,1.3,"N",1,2003,14,7.412,0,1,0
"TBM2003011115",15,300,-82.509483,27.4901,1.9,"N",1,2003,14,4.4472,0,1,0
"TBM2003011203",14,160,-82.5531,27.855767,2,"B",1,2003,10,41.2,1,1,0.0242718446601942
"TBM2003011204",14,160,-82.64015,27.902317,2.1,"A",1,2003,13,41.2,0,1,0
"TBM2003011205",14,160,-82.595433,27.876767,0.5,"B",1,2003,14,41.2,0,1,0
"TBM2003011206",14,160,-82.60965,27.870683,2.1,"B",1,2003,15,41.2,0,1,0
"TBM2003014308",22,300,-82.366283,27.857767,1.2,"K",1,2003,11,6.6708,0,1,0
"TBM2003014310",22,300,-82.37955,27.858383,2.3,"K",1,2003,12,7.412,0,1,0
"TBM2003020201",36,160,-82.633,27.906967,0.5,"A",2,2003,9,41.2,0,2,0
"TBM2003020202",36,160,-82.6402,27.9019,1.4,"A",2,2003,10,41.2,0,2,0
"TBM2003020204",36,160,-82.6882,27.919883,1.1,"A",2,2003,12,41.2,0,2,0
"TBM2003020206",36,160,-82.664717,28.00275,0.9,"A",2,2003,13,41.2,0,2,0
"TBM2003020305",34,160,-82.708283,27.63205,0.5,"D",2,2003,12,41.2,0,2,0
"TBM2003020306",34,160,-82.73705,27.650667,0.5,"D",2,2003,13,41.2,0,2,0
"TBM2003020307",34,160,-82.724517,27.6312,0.5,"D",2,2003,13,41.2,0,2,0
"TBM2003020505",38,300,-82.52065,27.491033,1.1,"N",2,2003,11,8.1532,0,2,0
"TBM2003020506",38,300,-82.523867,27.494717,1.2,"N",2,2003,11,6.6708,0,2,0
"TBM2003020507",38,300,-82.4783,27.523967,2,"M",2,2003,12,7.412,0,2,0
"TBM2003020508",38,300,-82.469067,27.531317,1.9,"M",2,2003,12,5.9296,0,2,0
"TBM2003020513",38,300,-82.5693,27.507333,1.4,"M",2,2003,14,5.9296,0,2,0
"TBM2003020604",44,160,-82.4161,27.789283,2.5,"C",2,2003,10,41.2,0,2,0
"TBM2003020605",44,160,-82.414483,27.802817,0.6,"C",2,2003,11,41.2,0,2,0
"TBM2003020606",44,160,-82.4687,27.839617,0.6,"C",2,2003,12,41.2,0,2,0
"TBM2003020801",45,160,-82.5533,27.8557,2.3,"B",2,2003,9,41.2,0,2,0
"TBM2003020803",45,160,-82.562533,27.83365,2,"B",2,2003,10,41.2,0,2,0
"TBM2003020804",45,160,-82.62465,27.791733,1.9,"B",2,2003,11,41.2,0,2,0
"TBM2003020806",45,160,-82.61985,27.841133,0.6,"B",2,2003,13,41.2,0,2,0
"TBM2003020903",49,160,-82.60945,27.531883,0.8,"E",2,2003,11,41.2,0,2,0
"TBM2003020904",49,160,-82.607983,27.522483,0.8,"E",2,2003,12,41.2,0,2,0
"TBM2003020907",49,160,-82.682317,27.51265,1.5,"E",2,2003,14,41.2,1,2,0.0242718446601942
"TBM2003021001",45,300,-82.443733,27.689433,1.5,"L",2,2003,8,7.412,0,2,0
"TBM2003021002",45,300,-82.437117,27.68715,1.8,"L",2,2003,9,7.412,0,2,0
"TBM2003021005",45,300,-82.430133,27.6677,4.9,"L",2,2003,11,5.9296,0,2,0
"TBM2003021009",45,300,-82.4622,27.711633,3.4,"L",2,2003,14,7.412,0,2,0
"TBM2003021010",45,300,-82.464,27.709133,2.4,"L",2,2003,14,6.6708,0,2,0
"TBM2003021014",45,300,-82.468167,27.713483,2,"L",2,2003,16,7.412,0,2,0
"TBM2003021204",50,160,-82.47945,27.739233,1,"C",2,2003,12,41.2,0,2,0
"TBM2003021205",50,160,-82.5197,27.6852,1.7,"E",2,2003,14,41.2,0,2,0
"TBM2003021206",50,160,-82.565483,27.621233,0.4,"E",2,2003,15,41.2,0,2,0
"TBM2003024302",42,300,-82.362483,27.857167,1.6,"K",2,2003,9,6.6708,0,2,0
"TBM2003024311",42,300,-82.398717,27.853383,3.4,"K",2,2003,13,7.412,11,2,1.4840798704803
"TBM2003030203",69,160,-82.565517,27.619967,0.6,"E",3,2003,10,41.2,0,2,0
"TBM2003030205",69,160,-82.479583,27.742883,1,"C",3,2003,12,41.2,0,2,0
"TBM2003030206",69,160,-82.5267,27.685367,0.6,"E",3,2003,14,41.2,0,2,0
"TBM2003030604",70,300,-82.45165,27.717867,2.1,"L",3,2003,9,7.412,0,2,0
"TBM2003030608",70,300,-82.460183,27.706617,1.2,"L",3,2003,11,6.6708,0,2,0
"TBM2003030609",70,300,-82.450467,27.7024,1.2,"L",3,2003,11,6.6708,0,2,0
"TBM2003030610",70,300,-82.448467,27.690217,2.1,"L",3,2003,11,8.1532,0,2,0
"TBM2003030611",70,300,-82.439133,27.6832,1.4,"L",3,2003,12,7.412,0,2,0
"TBM2003030612",70,300,-82.43395,27.67425,1.6,"L",3,2003,12,6.6708,0,2,0
"TBM2003030703",73,160,-82.681883,27.513933,0.8,"E",3,2003,10,41.2,0,2,0
"TBM2003030704",73,160,-82.607467,27.521917,0.8,"E",3,2003,11,41.2,0,2,0
"TBM2003030705",73,160,-82.576083,27.549533,1,"E",3,2003,12,41.2,0,2,0
"TBM2003030807",73,300,-82.475383,27.528033,2.3,"M",3,2003,11,7.412,0,2,0
"TBM2003030808",73,300,-82.542,27.505783,3.1,"M",3,2003,11,7.412,0,2,0
"TBM2003030809",73,300,-82.531817,27.5076,2.6,"M",3,2003,12,7.412,0,2,0
"TBM2003030811",73,300,-82.494683,27.46855,1.3,"N",3,2003,13,7.412,0,2,0
"TBM2003030812",73,300,-82.509367,27.490117,2.2,"N",3,2003,14,7.412,0,2,0
